Date,Open,High,Low,Close,Volume
18/05/2007,0.09,0.09,0.09,0.09,0
21/05/2007,0.09,0.09,0.09,0.09,0
22/05/2007,0.09,0.09,0.09,0.09,0
23/05/2007,0.09,0.09,0.09,0.09,0
24/05/2007,0.09,0.09,0.09,0.09,0
25/05/2007,0.09,0.09,0.09,0.09,0
28/05/2007,0.09,0.09,0.09,0.09,0
29/05/2007,0.062,0.062,0.062,0.062,62500
30/05/2007,0.062,0.062,0.062,0.062,0
31/05/2007,0.062,0.062,0.062,0.062,0
01/06/2007,0.062,0.062,0.062,0.062,0
04/06/2007,0.065,0.065,0.065,0.065,12500
05/06/2007,0.065,0.065,0.065,0.065,0
06/06/2007,0.065,0.065,0.065,0.065,0
07/06/2007,0.065,0.065,0.065,0.065,0
08/06/2007,0.065,0.065,0.065,0.065,0
12/06/2007,0.065,0.065,0.065,0.065,0
13/06/2007,0.065,0.065,0.065,0.065,0
14/06/2007,0.065,0.065,0.065,0.065,25000
15/06/2007,0.065,0.065,0.065,0.065,0
18/06/2007,0.065,0.065,0.065,0.065,160000
19/06/2007,0.065,0.065,0.065,0.065,0
20/06/2007,0.064,0.064,0.064,0.064,15000
21/06/2007,0.064,0.064,0.061,0.061,62500
22/06/2007,0.061,0.061,0.061,0.061,0
25/06/2007,0.062,0.062,0.062,0.062,75000
26/06/2007,0.061,0.062,0.061,0.061,97500
27/06/2007,0.061,0.061,0.061,0.061,0
28/06/2007,0.061,0.061,0.061,0.061,0
29/06/2007,0.061,0.061,0.061,0.061,0
02/07/2007,0.061,0.061,0.061,0.061,0
03/07/2007,0.061,0.061,0.061,0.061,0
04/07/2007,0.061,0.061,0.061,0.061,0
05/07/2007,0.061,0.061,0.061,0.061,0
06/07/2007,0.061,0.061,0.06,0.06,100000
09/07/2007,0.06,0.06,0.06,0.06,0
10/07/2007,0.06,0.06,0.06,0.06,0
11/07/2007,0.06,0.06,0.06,0.06,150000
12/07/2007,0.06,0.06,0.06,0.06,0
13/07/2007,0.06,0.06,0.06,0.06,0
16/07/2007,0.06,0.06,0.06,0.06,0
17/07/2007,0.06,0.06,0.06,0.06,100000
18/07/2007,0.06,0.06,0.06,0.06,0
19/07/2007,0.06,0.06,0.06,0.06,0
20/07/2007,0.06,0.06,0.06,0.06,0
23/07/2007,0.06,0.06,0.06,0.06,0
24/07/2007,0.06,0.06,0.06,0.06,0
25/07/2007,0.06,0.06,0.06,0.06,0
26/07/2007,0.06,0.06,0.06,0.06,0
27/07/2007,0.06,0.06,0.06,0.06,0
30/07/2007,0.06,0.06,0.06,0.06,130000
31/07/2007,0.06,0.06,0.06,0.06,0
01/08/2007,0.06,0.06,0.06,0.06,0
02/08/2007,0.06,0.06,0.06,0.06,0
03/08/2007,0.06,0.06,0.06,0.06,0
06/08/2007,0.06,0.06,0.06,0.06,7500
07/08/2007,0.06,0.06,0.06,0.06,0
08/08/2007,0.06,0.06,0.06,0.06,0
09/08/2007,0.06,0.06,0.06,0.06,0
10/08/2007,0.06,0.06,0.06,0.06,0
13/08/2007,0.06,0.06,0.06,0.06,50000
14/08/2007,0.06,0.06,0.06,0.06,0
15/08/2007,0.06,0.06,0.06,0.06,0
16/08/2007,0.06,0.06,0.06,0.06,0
17/08/2007,0.06,0.06,0.06,0.06,0
20/08/2007,0.06,0.06,0.06,0.06,0
21/08/2007,0.06,0.06,0.06,0.06,0
22/08/2007,0.06,0.06,0.06,0.06,0
23/08/2007,0.06,0.06,0.06,0.06,0
24/08/2007,0.06,0.06,0.06,0.06,0
27/08/2007,0.06,0.06,0.06,0.06,0
28/08/2007,0.06,0.06,0.06,0.06,0
29/08/2007,0.06,0.06,0.06,0.06,0
30/08/2007,0.06,0.06,0.06,0.06,0
31/08/2007,0.06,0.06,0.06,0.06,0
03/09/2007,0.06,0.06,0.06,0.06,0
04/09/2007,0.06,0.06,0.06,0.06,0
05/09/2007,0.06,0.06,0.06,0.06,0
06/09/2007,0.06,0.06,0.06,0.06,0
07/09/2007,0.06,0.06,0.06,0.06,0
10/09/2007,0.06,0.06,0.06,0.06,0
11/09/2007,0.06,0.06,0.06,0.06,0
12/09/2007,0.06,0.06,0.06,0.06,0
13/09/2007,0.06,0.06,0.06,0.06,0
14/09/2007,0.06,0.06,0.06,0.06,0
17/09/2007,0.06,0.06,0.06,0.06,0
18/09/2007,0.06,0.06,0.06,0.06,0
19/09/2007,0.06,0.06,0.06,0.06,0
20/09/2007,0.06,0.06,0.06,0.06,0
21/09/2007,0.06,0.06,0.06,0.06,0
24/09/2007,0.06,0.06,0.06,0.06,0
25/09/2007,0.06,0.06,0.06,0.06,0
26/09/2007,0.06,0.06,0.06,0.06,0
27/09/2007,0.06,0.06,0.06,0.06,0
28/09/2007,0.06,0.06,0.06,0.06,0
01/10/2007,0.06,0.06,0.06,0.06,0
02/10/2007,0.06,0.06,0.06,0.06,0
03/10/2007,0.06,0.06,0.06,0.06,0
04/10/2007,0.06,0.06,0.06,0.06,0
05/10/2007,0.023,0.023,0.023,0.023,17500
08/10/2007,0.023,0.023,0.023,0.023,0
09/10/2007,0.023,0.023,0.023,0.023,0
10/10/2007,0.023,0.023,0.023,0.023,0
11/10/2007,0.023,0.023,0.023,0.023,0
12/10/2007,0.023,0.023,0.023,0.023,0
15/10/2007,0.023,0.023,0.023,0.023,0
16/10/2007,0.023,0.023,0.023,0.023,0
17/10/2007,0.023,0.023,0.023,0.023,0
18/10/2007,0.023,0.023,0.023,0.023,0
19/10/2007,0.023,0.023,0.023,0.023,0
22/10/2007,0.023,0.023,0.023,0.023,0
23/10/2007,0.023,0.023,0.023,0.023,0
24/10/2007,0.023,0.023,0.023,0.023,0
25/10/2007,0.023,0.023,0.023,0.023,0
26/10/2007,0.023,0.023,0.023,0.023,0
29/10/2007,0.023,0.023,0.023,0.023,0
30/10/2007,0.023,0.023,0.023,0.023,0
31/10/2007,0.035,0.035,0.035,0.035,50000
01/11/2007,0.035,0.035,0.035,0.035,100000
02/11/2007,0.035,0.035,0.035,0.035,0
05/11/2007,0.035,0.035,0.035,0.035,0
06/11/2007,0.035,0.035,0.035,0.035,0
07/11/2007,0.032,0.032,0.032,0.032,12500
08/11/2007,0.032,0.032,0.032,0.032,0
09/11/2007,0.032,0.032,0.032,0.032,0
12/11/2007,0.032,0.032,0.032,0.032,0
13/11/2007,0.032,0.032,0.032,0.032,70000
14/11/2007,0.032,0.032,0.032,0.032,0
15/11/2007,0.03,0.03,0.03,0.03,50000
16/11/2007,0.03,0.03,0.03,0.03,0
19/11/2007,0.03,0.03,0.03,0.03,0
20/11/2007,0.03,0.03,0.03,0.03,0
21/11/2007,0.03,0.03,0.03,0.03,0
22/11/2007,0.03,0.03,0.03,0.03,0
23/11/2007,0.03,0.03,0.03,0.03,0
26/11/2007,0.03,0.03,0.03,0.03,0
27/11/2007,0.03,0.03,0.03,0.03,0
28/11/2007,0.03,0.03,0.03,0.03,0
29/11/2007,0.03,0.03,0.03,0.03,0
30/11/2007,0.03,0.03,0.03,0.03,0
03/12/2007,0.03,0.03,0.03,0.03,0
04/12/2007,0.03,0.03,0.03,0.03,0
05/12/2007,0.03,0.03,0.03,0.03,0
06/12/2007,0.03,0.03,0.03,0.03,0
07/12/2007,0.031,0.031,0.03,0.03,47500
10/12/2007,0.03,0.03,0.03,0.03,0
11/12/2007,0.03,0.03,0.03,0.03,0
12/12/2007,0.03,0.03,0.03,0.03,0
13/12/2007,0.03,0.03,0.03,0.03,0
14/12/2007,0.03,0.03,0.03,0.03,0
17/12/2007,0.034,0.04,0.034,0.04,35000
18/12/2007,0.04,0.04,0.04,0.04,0
19/12/2007,0.04,0.04,0.04,0.04,0
20/12/2007,0.04,0.04,0.04,0.04,0
21/12/2007,0.04,0.04,0.04,0.04,0
24/12/2007,0.04,0.04,0.04,0.04,0
27/12/2007,0.04,0.04,0.04,0.04,0
28/12/2007,0.04,0.04,0.04,0.04,0
31/12/2007,0.04,0.04,0.04,0.04,0
02/01/2008,0.04,0.04,0.04,0.04,0
03/01/2008,0.04,0.04,0.04,0.04,0
04/01/2008,0.04,0.04,0.04,0.04,0
07/01/2008,0.04,0.04,0.04,0.04,0
08/01/2008,0.04,0.04,0.04,0.04,0
09/01/2008,0.04,0.04,0.04,0.04,0
10/01/2008,0.04,0.04,0.04,0.04,0
11/01/2008,0.04,0.04,0.04,0.04,0
14/01/2008,0.04,0.04,0.04,0.04,0
15/01/2008,0.04,0.04,0.04,0.04,0
16/01/2008,0.04,0.04,0.04,0.04,0
17/01/2008,0.04,0.04,0.04,0.04,0
18/01/2008,0.04,0.04,0.04,0.04,0
21/01/2008,0.04,0.04,0.04,0.04,0
22/01/2008,0.04,0.04,0.04,0.04,0
23/01/2008,0.04,0.04,0.04,0.04,0
24/01/2008,0.04,0.04,0.04,0.04,0
25/01/2008,0.04,0.04,0.04,0.04,0
29/01/2008,0.04,0.04,0.04,0.04,0
30/01/2008,0.04,0.04,0.04,0.04,0
31/01/2008,0.04,0.04,0.04,0.04,0
01/02/2008,0.04,0.04,0.04,0.04,0
04/02/2008,0.04,0.04,0.04,0.04,0
05/02/2008,0.04,0.04,0.04,0.04,0
06/02/2008,0.04,0.04,0.04,0.04,0
07/02/2008,0.04,0.04,0.04,0.04,0
08/02/2008,0.04,0.04,0.04,0.04,0
11/02/2008,0.04,0.04,0.04,0.04,0
12/02/2008,0.04,0.04,0.04,0.04,0
13/02/2008,0.04,0.04,0.04,0.04,0
14/02/2008,0.04,0.04,0.04,0.04,0
15/02/2008,0.04,0.04,0.04,0.04,0
18/02/2008,0.04,0.04,0.04,0.04,0
19/02/2008,0.04,0.04,0.04,0.04,0
20/02/2008,0.04,0.04,0.04,0.04,0
21/02/2008,0.04,0.04,0.04,0.04,0
22/02/2008,0.04,0.04,0.04,0.04,0
25/02/2008,0.032,0.032,0.031,0.031,100000
26/02/2008,0.031,0.031,0.031,0.031,0
27/02/2008,0.031,0.031,0.031,0.031,0
28/02/2008,0.031,0.031,0.031,0.031,0
29/02/2008,0.031,0.031,0.031,0.031,0
03/03/2008,0.031,0.031,0.031,0.031,0
04/03/2008,0.031,0.031,0.031,0.031,0
05/03/2008,0.031,0.031,0.031,0.031,0
06/03/2008,0.031,0.031,0.031,0.031,0
07/03/2008,0.031,0.031,0.031,0.031,0
10/03/2008,0.031,0.031,0.031,0.031,0
11/03/2008,0.031,0.031,0.031,0.031,0
12/03/2008,0.031,0.031,0.031,0.031,0
13/03/2008,0.031,0.031,0.031,0.031,0
14/03/2008,0.031,0.031,0.031,0.031,0
17/03/2008,0.031,0.031,0.031,0.031,0
18/03/2008,0.031,0.031,0.031,0.031,0
19/03/2008,0.031,0.031,0.031,0.031,0
20/03/2008,0.031,0.031,0.031,0.031,0
25/03/2008,0.031,0.031,0.031,0.031,0
26/03/2008,0.031,0.031,0.031,0.031,0
27/03/2008,0.035,0.035,0.035,0.035,100000
28/03/2008,0.035,0.035,0.035,0.035,0
31/03/2008,0.035,0.035,0.035,0.035,0
01/04/2008,0.035,0.035,0.035,0.035,0
02/04/2008,0.035,0.035,0.035,0.035,0
03/04/2008,0.035,0.035,0.035,0.035,0
04/04/2008,0.035,0.035,0.035,0.035,0
07/04/2008,0.035,0.035,0.035,0.035,0
08/04/2008,0.035,0.035,0.035,0.035,0
09/04/2008,0.035,0.035,0.035,0.035,0
10/04/2008,0.035,0.035,0.035,0.035,0
11/04/2008,0.035,0.035,0.035,0.035,0
14/04/2008,0.035,0.035,0.035,0.035,0
15/04/2008,0.035,0.035,0.035,0.035,0
16/04/2008,0.035,0.035,0.035,0.035,0
17/04/2008,0.035,0.035,0.035,0.035,0
18/04/2008,0.035,0.035,0.035,0.035,0
21/04/2008,0.035,0.035,0.035,0.035,0
22/04/2008,0.035,0.035,0.035,0.035,0
23/04/2008,0.035,0.035,0.035,0.035,0
24/04/2008,0.035,0.035,0.035,0.035,0
28/04/2008,0.035,0.035,0.035,0.035,0
29/04/2008,0.035,0.035,0.035,0.035,0
30/04/2008,0.035,0.035,0.035,0.035,0
01/05/2008,0.035,0.035,0.035,0.035,0
02/05/2008,0.035,0.035,0.035,0.035,0
05/05/2008,0.035,0.035,0.035,0.035,0
06/05/2008,0.035,0.035,0.035,0.035,0
07/05/2008,0.035,0.035,0.035,0.035,0
08/05/2008,0.035,0.035,0.035,0.035,0
09/05/2008,0.035,0.035,0.035,0.035,0
12/05/2008,0.035,0.035,0.035,0.035,0
13/05/2008,0.035,0.035,0.035,0.035,0
14/05/2008,0.035,0.035,0.035,0.035,0
15/05/2008,0.035,0.035,0.035,0.035,0
16/05/2008,0.035,0.035,0.035,0.035,10250
19/05/2008,0.035,0.035,0.035,0.035,0
20/05/2008,0.035,0.035,0.035,0.035,0
21/05/2008,0.035,0.035,0.035,0.035,0
22/05/2008,0.035,0.035,0.035,0.035,0
23/05/2008,0.035,0.035,0.035,0.035,0
26/05/2008,0.035,0.035,0.035,0.035,0
27/05/2008,0.035,0.035,0.035,0.035,0
28/05/2008,0.035,0.035,0.035,0.035,0
29/05/2008,0.035,0.035,0.035,0.035,0
30/05/2008,0.035,0.035,0.035,0.035,0
02/06/2008,0.035,0.035,0.035,0.035,0
03/06/2008,0.035,0.035,0.035,0.035,0
04/06/2008,0.035,0.035,0.035,0.035,0
05/06/2008,0.035,0.035,0.035,0.035,0
06/06/2008,0.035,0.035,0.035,0.035,100000
10/06/2008,0.035,0.035,0.035,0.035,0
11/06/2008,0.035,0.035,0.035,0.035,0
12/06/2008,0.037,0.037,0.035,0.035,250000
13/06/2008,0.035,0.035,0.035,0.035,0
16/06/2008,0.035,0.035,0.035,0.035,0
17/06/2008,0.035,0.035,0.035,0.035,0
18/06/2008,0.035,0.035,0.035,0.035,0
19/06/2008,0.035,0.035,0.035,0.035,0
20/06/2008,0.035,0.035,0.035,0.035,0
23/06/2008,0.035,0.035,0.035,0.035,0
24/06/2008,0.035,0.035,0.035,0.035,0
25/06/2008,0.035,0.035,0.035,0.035,0
26/06/2008,0.04,0.04,0.04,0.04,3000
27/06/2008,0.041,0.045,0.041,0.045,20500
30/06/2008,0.045,0.045,0.045,0.045,0
01/07/2008,0.045,0.045,0.045,0.045,0
02/07/2008,0.045,0.045,0.045,0.045,0
03/07/2008,0.045,0.045,0.045,0.045,0
04/07/2008,0.045,0.045,0.045,0.045,0
07/07/2008,0.045,0.045,0.045,0.045,0
08/07/2008,0.045,0.045,0.045,0.045,0
09/07/2008,0.045,0.045,0.045,0.045,0
10/07/2008,0.045,0.045,0.045,0.045,0
11/07/2008,0.045,0.045,0.045,0.045,0
14/07/2008,0.05,0.05,0.05,0.05,25000
15/07/2008,0.05,0.05,0.05,0.05,0
16/07/2008,0.05,0.05,0.05,0.05,0
17/07/2008,0.05,0.05,0.05,0.05,0
18/07/2008,0.06,0.06,0.06,0.06,50000
21/07/2008,0.06,0.06,0.06,0.06,0
22/07/2008,0.06,0.06,0.06,0.06,0
23/07/2008,0.06,0.06,0.06,0.06,0
24/07/2008,0.06,0.06,0.06,0.06,0
25/07/2008,0.06,0.06,0.06,0.06,0
28/07/2008,0.07,0.07,0.07,0.07,80000
29/07/2008,0.07,0.07,0.07,0.07,80000
30/07/2008,0.075,0.075,0.075,0.075,190000
31/07/2008,0.071,0.071,0.07,0.07,240000
01/08/2008,0.07,0.07,0.07,0.07,0
04/08/2008,0.07,0.07,0.07,0.07,0
05/08/2008,0.07,0.07,0.07,0.07,0
06/08/2008,0.07,0.07,0.07,0.07,0
07/08/2008,0.07,0.07,0.07,0.07,0
08/08/2008,0.07,0.07,0.07,0.07,0
11/08/2008,0.061,0.061,0.06,0.06,200000
12/08/2008,0.06,0.06,0.06,0.06,0
13/08/2008,0.06,0.06,0.06,0.06,0
14/08/2008,0.06,0.06,0.06,0.06,0
15/08/2008,0.07,0.07,0.07,0.07,50000
18/08/2008,0.07,0.07,0.07,0.07,0
19/08/2008,0.07,0.07,0.07,0.07,0
20/08/2008,0.07,0.07,0.07,0.07,0
21/08/2008,0.07,0.07,0.07,0.07,0
22/08/2008,0.07,0.07,0.07,0.07,0
25/08/2008,0.07,0.07,0.07,0.07,0
26/08/2008,0.07,0.07,0.07,0.07,0
27/08/2008,0.07,0.07,0.07,0.07,0
28/08/2008,0.07,0.07,0.07,0.07,0
29/08/2008,0.07,0.07,0.07,0.07,0
01/09/2008,0.07,0.07,0.07,0.07,0
02/09/2008,0.07,0.07,0.07,0.07,0
03/09/2008,0.07,0.07,0.07,0.07,0
04/09/2008,0.07,0.07,0.07,0.07,0
05/09/2008,0.07,0.07,0.07,0.07,0
08/09/2008,0.07,0.07,0.07,0.07,0
09/09/2008,0.06,0.06,0.06,0.06,440000
10/09/2008,0.06,0.06,0.06,0.06,0
11/09/2008,0.06,0.06,0.06,0.06,0
12/09/2008,0.06,0.06,0.06,0.06,0
15/09/2008,0.06,0.06,0.06,0.06,0
16/09/2008,0.06,0.06,0.06,0.06,170000
17/09/2008,0.06,0.06,0.06,0.06,0
18/09/2008,0.06,0.06,0.06,0.06,0
19/09/2008,0.06,0.06,0.06,0.06,0
22/09/2008,0.06,0.06,0.06,0.06,0
23/09/2008,0.06,0.06,0.06,0.06,0
24/09/2008,0.06,0.06,0.06,0.06,0
25/09/2008,0.06,0.06,0.06,0.06,0
26/09/2008,0.06,0.06,0.06,0.06,0
29/09/2008,0.06,0.06,0.06,0.06,0
30/09/2008,0.06,0.06,0.06,0.06,0
01/10/2008,0.06,0.06,0.06,0.06,0
02/10/2008,0.06,0.06,0.06,0.06,0
03/10/2008,0.06,0.06,0.06,0.06,0
06/10/2008,0.06,0.06,0.06,0.06,0
07/10/2008,0.06,0.06,0.06,0.06,20000
08/10/2008,0.06,0.06,0.06,0.06,0
09/10/2008,0.06,0.06,0.06,0.06,200000
10/10/2008,0.06,0.06,0.06,0.06,25000
13/10/2008,0.06,0.06,0.055,0.055,450000
14/10/2008,0.055,0.055,0.055,0.055,0
15/10/2008,0.055,0.055,0.055,0.055,0
16/10/2008,0.055,0.055,0.055,0.055,0
17/10/2008,0.055,0.055,0.055,0.055,0
20/10/2008,0.055,0.055,0.055,0.055,0
21/10/2008,0.055,0.055,0.055,0.055,0
22/10/2008,0.055,0.055,0.055,0.055,0
23/10/2008,0.06,0.06,0.06,0.06,30000
24/10/2008,0.055,0.055,0.05,0.05,100000
27/10/2008,0.05,0.05,0.05,0.05,0
28/10/2008,0.05,0.05,0.05,0.05,0
29/10/2008,0.05,0.05,0.05,0.05,0
30/10/2008,0.05,0.05,0.05,0.05,0
31/10/2008,0.05,0.05,0.05,0.05,0
03/11/2008,0.05,0.05,0.05,0.05,1000
04/11/2008,0.05,0.05,0.05,0.05,0
05/11/2008,0.05,0.05,0.05,0.05,0
06/11/2008,0.05,0.05,0.05,0.05,0
07/11/2008,0.05,0.05,0.05,0.05,0
10/11/2008,0.05,0.05,0.05,0.05,0
11/11/2008,0.05,0.05,0.05,0.05,0
12/11/2008,0.04,0.04,0.04,0.04,350000
13/11/2008,0.04,0.04,0.04,0.04,0
14/11/2008,0.04,0.04,0.03,0.03,100000
17/11/2008,0.03,0.03,0.03,0.03,70000
18/11/2008,0.03,0.03,0.03,0.03,25000
19/11/2008,0.03,0.03,0.03,0.03,0
20/11/2008,0.03,0.03,0.03,0.03,0
21/11/2008,0.03,0.03,0.03,0.03,0
24/11/2008,0.03,0.03,0.03,0.03,0
25/11/2008,0.03,0.03,0.03,0.03,0
26/11/2008,0.03,0.03,0.03,0.03,0
27/11/2008,0.03,0.03,0.03,0.03,0
28/11/2008,0.03,0.03,0.03,0.03,0
01/12/2008,0.03,0.03,0.03,0.03,0
02/12/2008,0.03,0.03,0.03,0.03,0
03/12/2008,0.03,0.03,0.03,0.03,0
04/12/2008,0.03,0.03,0.03,0.03,0
05/12/2008,0.03,0.03,0.03,0.03,0
08/12/2008,0.03,0.03,0.03,0.03,0
09/12/2008,0.03,0.03,0.03,0.03,0
10/12/2008,0.03,0.03,0.03,0.03,0
11/12/2008,0.03,0.03,0.03,0.03,0
12/12/2008,0.03,0.03,0.03,0.03,0
15/12/2008,0.03,0.03,0.03,0.03,0
16/12/2008,0.03,0.03,0.03,0.03,0
17/12/2008,0.03,0.03,0.03,0.03,0
18/12/2008,0.03,0.03,0.03,0.03,0
19/12/2008,0.03,0.03,0.03,0.03,0
22/12/2008,0.03,0.03,0.03,0.03,0
23/12/2008,0.03,0.03,0.03,0.03,0
24/12/2008,0.03,0.03,0.03,0.03,0
29/12/2008,0.03,0.03,0.03,0.03,0
30/12/2008,0.03,0.03,0.03,0.03,0
31/12/2008,0.03,0.03,0.03,0.03,0
02/01/2009,0.03,0.03,0.03,0.03,0
05/01/2009,0.03,0.03,0.03,0.03,0
06/01/2009,0.03,0.03,0.03,0.03,0
07/01/2009,0.03,0.03,0.03,0.03,0
08/01/2009,0.03,0.03,0.03,0.03,0
09/01/2009,0.03,0.03,0.03,0.03,0
12/01/2009,0.03,0.03,0.03,0.03,0
13/01/2009,0.03,0.03,0.03,0.03,0
14/01/2009,0.03,0.03,0.03,0.03,0
15/01/2009,0.03,0.03,0.03,0.03,0
16/01/2009,0.03,0.03,0.03,0.03,0
19/01/2009,0.03,0.03,0.03,0.03,0
20/01/2009,0.03,0.03,0.03,0.03,0
21/01/2009,0.03,0.03,0.03,0.03,0
22/01/2009,0.03,0.03,0.03,0.03,0
23/01/2009,0.03,0.03,0.03,0.03,0
27/01/2009,0.03,0.03,0.03,0.03,0
28/01/2009,0.03,0.03,0.03,0.03,0
29/01/2009,0.03,0.03,0.03,0.03,0
30/01/2009,0.03,0.03,0.03,0.03,0
02/02/2009,0.03,0.03,0.03,0.03,0
03/02/2009,0.03,0.03,0.03,0.03,0
04/02/2009,0.03,0.03,0.03,0.03,0
05/02/2009,0.03,0.03,0.03,0.03,0
06/02/2009,0.03,0.03,0.03,0.03,0
09/02/2009,0.03,0.03,0.03,0.03,0
10/02/2009,0.03,0.03,0.03,0.03,0
11/02/2009,0.03,0.03,0.03,0.03,0
12/02/2009,0.03,0.03,0.03,0.03,0
13/02/2009,0.03,0.03,0.03,0.03,0
16/02/2009,0.03,0.03,0.03,0.03,0
17/02/2009,0.03,0.03,0.03,0.03,0
18/02/2009,0.03,0.03,0.03,0.03,0
19/02/2009,0.03,0.03,0.03,0.03,0
20/02/2009,0.03,0.03,0.03,0.03,0
23/02/2009,0.03,0.03,0.03,0.03,0
24/02/2009,0.03,0.03,0.03,0.03,0
25/02/2009,0.03,0.03,0.03,0.03,0
26/02/2009,0.03,0.03,0.03,0.03,0
27/02/2009,0.03,0.03,0.03,0.03,0
02/03/2009,0.03,0.03,0.03,0.03,0
03/03/2009,0.03,0.03,0.03,0.03,0
04/03/2009,0.03,0.03,0.03,0.03,0
05/03/2009,0.03,0.03,0.03,0.03,0
06/03/2009,0.03,0.03,0.03,0.03,0
09/03/2009,0.03,0.03,0.03,0.03,0
10/03/2009,0.03,0.03,0.03,0.03,0
11/03/2009,0.03,0.03,0.03,0.03,0
12/03/2009,0.03,0.03,0.03,0.03,0
13/03/2009,0.03,0.03,0.03,0.03,0
16/03/2009,0.03,0.03,0.03,0.03,0
17/03/2009,0.03,0.03,0.03,0.03,0
18/03/2009,0.03,0.03,0.03,0.03,0
19/03/2009,0.03,0.03,0.03,0.03,0
20/03/2009,0.032,0.032,0.03,0.03,70652
23/03/2009,0.03,0.03,0.03,0.03,0
24/03/2009,0.03,0.03,0.03,0.03,0
25/03/2009,0.03,0.03,0.03,0.03,0
26/03/2009,0.03,0.03,0.03,0.03,0
27/03/2009,0.03,0.03,0.03,0.03,0
30/03/2009,0.03,0.03,0.03,0.03,0
31/03/2009,0.03,0.03,0.03,0.03,0
01/04/2009,0.03,0.03,0.03,0.03,0
02/04/2009,0.03,0.03,0.03,0.03,0
03/04/2009,0.03,0.03,0.03,0.03,0
06/04/2009,0.03,0.03,0.03,0.03,0
07/04/2009,0.03,0.03,0.03,0.03,0
08/04/2009,0.03,0.03,0.03,0.03,0
09/04/2009,0.03,0.03,0.03,0.03,0
14/04/2009,0.039,0.04,0.039,0.04,379500
15/04/2009,0.04,0.04,0.04,0.04,0
16/04/2009,0.04,0.04,0.04,0.04,0
17/04/2009,0.04,0.04,0.04,0.04,0
20/04/2009,0.04,0.04,0.04,0.04,0
21/04/2009,0.04,0.04,0.04,0.04,0
22/04/2009,0.04,0.04,0.04,0.04,0
23/04/2009,0.04,0.04,0.04,0.04,0
24/04/2009,0.04,0.04,0.04,0.04,0
27/04/2009,0.04,0.04,0.04,0.04,0
28/04/2009,0.04,0.04,0.04,0.04,0
29/04/2009,0.04,0.04,0.04,0.04,0
30/04/2009,0.04,0.04,0.04,0.04,0
01/05/2009,0.04,0.04,0.04,0.04,0
04/05/2009,0.04,0.04,0.04,0.04,0
05/05/2009,0.04,0.04,0.04,0.04,0
06/05/2009,0.04,0.04,0.04,0.04,0
07/05/2009,0.04,0.04,0.04,0.04,0
08/05/2009,0.04,0.04,0.04,0.04,0
11/05/2009,0.04,0.04,0.04,0.04,0
12/05/2009,0.04,0.04,0.04,0.04,0
13/05/2009,0.04,0.04,0.04,0.04,0
14/05/2009,0.04,0.04,0.04,0.04,0
15/05/2009,0.04,0.04,0.04,0.04,0
18/05/2009,0.04,0.04,0.04,0.04,0
19/05/2009,0.04,0.04,0.04,0.04,0
20/05/2009,0.04,0.04,0.04,0.04,0
21/05/2009,0.04,0.04,0.04,0.04,0
22/05/2009,0.04,0.04,0.04,0.04,0
25/05/2009,0.04,0.04,0.04,0.04,0
26/05/2009,0.04,0.04,0.04,0.04,0
27/05/2009,0.04,0.04,0.04,0.04,0
28/05/2009,0.04,0.04,0.04,0.04,0
29/05/2009,0.04,0.04,0.04,0.04,0
01/06/2009,0.04,0.04,0.04,0.04,0
02/06/2009,0.04,0.04,0.04,0.04,0
03/06/2009,0.04,0.04,0.04,0.04,0
04/06/2009,0.04,0.04,0.04,0.04,0
05/06/2009,0.03,0.03,0.03,0.03,45000
09/06/2009,0.03,0.03,0.03,0.03,0
10/06/2009,0.03,0.03,0.03,0.03,0
11/06/2009,0.03,0.03,0.03,0.03,0
12/06/2009,0.03,0.03,0.03,0.03,55000
15/06/2009,0.03,0.03,0.03,0.03,0
16/06/2009,0.03,0.03,0.03,0.03,0
17/06/2009,0.03,0.03,0.03,0.03,0
18/06/2009,0.03,0.03,0.03,0.03,0
19/06/2009,0.03,0.03,0.03,0.03,0
22/06/2009,0.03,0.03,0.03,0.03,0
23/06/2009,0.03,0.03,0.03,0.03,0
24/06/2009,0.03,0.03,0.03,0.03,0
25/06/2009,0.03,0.03,0.03,0.03,0
26/06/2009,0.03,0.03,0.03,0.03,0
29/06/2009,0.03,0.03,0.03,0.03,0
30/06/2009,0.03,0.03,0.03,0.03,0
01/07/2009,0.03,0.03,0.03,0.03,0
02/07/2009,0.03,0.03,0.03,0.03,0
03/07/2009,0.03,0.03,0.03,0.03,0
06/07/2009,0.04,0.04,0.04,0.04,50000
07/07/2009,0.04,0.04,0.04,0.04,0
08/07/2009,0.04,0.04,0.04,0.04,0
09/07/2009,0.04,0.04,0.04,0.04,0
10/07/2009,0.02,0.02,0.02,0.02,64000
13/07/2009,0.02,0.02,0.02,0.02,0
14/07/2009,0.025,0.025,0.02,0.02,240000
15/07/2009,0.02,0.02,0.02,0.02,0
16/07/2009,0.02,0.02,0.02,0.02,0
17/07/2009,0.02,0.02,0.02,0.02,0
20/07/2009,0.032,0.035,0.032,0.035,150000
21/07/2009,0.04,0.04,0.04,0.04,50000
22/07/2009,0.04,0.04,0.04,0.04,0
23/07/2009,0.037,0.037,0.032,0.032,125000
24/07/2009,0.032,0.032,0.032,0.032,0
27/07/2009,0.02,0.022,0.02,0.022,421000
